// NAME,ATTACKER,DEFENDERS,ADJUST
//Heavy Tank vs Light Mounted,,,
ha_12_vs_hi1_11,HeavyArtilleryUpgradeEpoch12,[HeavyInfantry1UpgradeEpoch11],50
ha_12_vs_hi1_13,HeavyArtilleryUpgradeEpoch12,[HeavyInfantry1UpgradeEpoch13],60
ha_12_vs_hi2_11,HeavyArtilleryUpgradeEpoch12,[HeavyInfantry2UpgradeEpoch11],60
ha_14_vs_li_13,HeavyArtilleryUpgradeEpoch14,[LightInfantryUpgradeEpoch13],70
ha_14_vs_li_15,HeavyArtilleryUpgradeEpoch14,[LightInfantryUpgradeEpoch15],80
ha_14_vs_hi1_13,HeavyArtilleryUpgradeEpoch14,[HeavyInfantry1UpgradeEpoch13],80
ha_14_vs_hi1_15,HeavyArtilleryUpgradeEpoch14,[HeavyInfantry1UpgradeEpoch15],80
ha_14_vs_hi2_14,HeavyArtilleryUpgradeEpoch14,[HeavyInfantry2UpgradeEpoch14],80
// Submarine Versus Destroyer,,,
sub11_vs_destroyer11,DestroyerUpgradeEpoch11,[SubmarineUpgradeEpoch11],85

ChineseUU2_vs_LightInfantry_7,UU_Chinese2UpgradeEpoch6,[LightInfantryUpgradeEpoch7],60
ChineseUU2_vs_LightInfantry_9,UU_Chinese2UpgradeEpoch6,[LightInfantryUpgradeEpoch9],60
ChineseUU2_vs_LightInfantry_11,UU_Chinese2UpgradeEpoch6,[LightInfantryUpgradeEpoch11],60
ChineseUU2_vs_HeavyMounted_6,UU_Chinese2UpgradeEpoch6,[HeavyMounted1UpgradeEpoch6],80
ChineseUU2_vs_HeavyMounted_8,UU_Chinese2UpgradeEpoch6,[HeavyMounted1UpgradeEpoch8],80
ChineseUU2_vs_HeavyMounted_10,UU_Chinese2UpgradeEpoch6,[HeavyMounted1UpgradeEpoch10],80

//Egyptian campaign - everyone vs EgyptFortress,,,
li_1_vs_EgyptFortress,LightInfantryUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
li_3_vs_EgyptFortress,LightInfantryUpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
hi1_1_vs_EgyptFortress,HeavyInfantry1UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
hi1_3_vs_EgyptFortress,HeavyInfantry1UpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
hi2_1_vs_EgyptFortress,HeavyInfantry2UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
hi2_2_vs_EgyptFortress,HeavyInfantry2UpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
la_1_vs_EgyptFortress,LightArtillery1UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
la_3_vs_EgyptFortress,LightArtillery1UpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
ha_2_vs_EgyptFortress,HeavyArtilleryUpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
ha_4_vs_EgyptFortress,HeavyArtilleryUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
LightMounted_2_vs_EgyptFortress,LightMounted1UpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
LightMounted_4_vs_EgyptFortress,LightMounted1UpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
HeavyMounted_2_vs_EgyptFortress,HeavyMounted1UpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
HeavyMounted_4_vs_EgyptFortress,HeavyMounted1UpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
EgyptianUU1_vs_EgyptFortress,UU_Egyptian1UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Ram_1_vs_EgyptFortress,RamUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Ram_3_vs_EgyptFortress,RamUpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
SeigeTower_1_vs_EgyptFortress,SeigeTowerUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
SeigeTower_4_vs_EgyptFortress,SeigeTowerUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
LeaderKemsa_vs_EgyptFortress,LeaderKemsa,[EgyptFortressUpgradeEpoch4],0
EgyptCrocodile_vs_EgyptFortress,EgyptCrocodileUpgrade1,[EgyptFortressUpgradeEpoch4],100
Scout_1_vs_EgyptFortress,ScoutUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Scout_4_vs_EgyptFortress,ScoutUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
CitizenF_1_vs_EgyptFortress,CitizenFUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
CitizenF_4_vs_EgyptFortress,CitizenFUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Citizen_1_vs_EgyptFortress,CitizenUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Citizen_4_vs_EgyptFortress,CitizenUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Outpost_1_vs_EgyptFortress,OutpostUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Outpost_4_vs_EgyptFortress,OutpostUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Outpost2_1_vs_EgyptFortress,Outpost2UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Outpost2_4_vs_EgyptFortress,Outpost2UpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Fortress_1_vs_EgyptFortress,FortressUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Fortress_4_vs_EgyptFortress,FortressUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
WallTower_2_vs_EgyptFortress,WallTowerUpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0

// UP1.5 Rams vs Mobile Anti Air,,,
ram1_vs_mobileAA,RamUpgradeEpoch1,[HercElecWarfareUpgradeEpoch14 LightArtillery2UpgradeEpoch1 LightArtillery2UpgradeEpoch11 LightArtillery2UpgradeEpoch13 LightArtillery2UpgradeEpoch15],0
ram3_vs_mobileAA,RamUpgradeEpoch3,[HercElecWarfareUpgradeEpoch14 LightArtillery2UpgradeEpoch1 LightArtillery2UpgradeEpoch11 LightArtillery2UpgradeEpoch13 LightArtillery2UpgradeEpoch15],0
ram5_vs_mobileAA,RamUpgradeEpoch5,[HercElecWarfareUpgradeEpoch14 LightArtillery2UpgradeEpoch1 LightArtillery2UpgradeEpoch11 LightArtillery2UpgradeEpoch13 LightArtillery2UpgradeEpoch15],0
// UP1.5 ICBMs Tanks Hercs vs Bunkers,,,
supericbm_vs_bunker,Mgm,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],50
icbm_vs_bunker,Missile_Silo,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],60
scud12_vs_bunker,ScudUpgradeEpoch12,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],30
scud13_vs_bunker,ScudUpgradeEpoch13,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],40
scud14_vs_bunker,ScudUpgradeEpoch15,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],50
ssgn_vs_bunker,SSGN,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],60
ssbn13_vs_bunker,SSBNUpgradeEpoch13,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],40
ssbn15_vs_bunker,SSBNUpgradeEpoch15,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],50
lm_1_11_vs_bunker,LightMounted1UpgradeEpoch11,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],250
lm_1_12_vs_bunker,LightMounted1UpgradeEpoch12,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],250
lm_1_13_vs_bunker,LightMounted1UpgradeEpoch13,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],250
lm_1_15_vs_bunker,LightMounted1UpgradeEpoch15,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],250
hm_1_11_vs_bunker,HeavyMounted1UpgradeEpoch11,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
hm_1_12_vs_bunker,HeavyMounted1UpgradeEpoch12,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
hm_1_13_vs_bunker,HeavyMounted1UpgradeEpoch13,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
hm_1_15_vs_bunker,HeavyMounted1UpgradeEpoch15,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
ch3_vs_bunker,UU_Chinese3UpgradeEpoch11,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
am3_vs_bunker,UU_American3UpgradeEpoch11,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
ge3_vs_bunker,UU_German3UpgradeEpoch11,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
eg3_vs_bunker,UU_Egyptian3UpgradeEpoch11,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
ru3_vs_bunker,UU_Russian3UpgradeEpoch11152,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],350
herc1_vs_bunker,LightMounted3UpgradeEpoch14,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],300
herc2_vs_bunker,HeavyMounted3UpgradeEpoch14,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],250
herc4_vs_bunker,HercRepairUpgradeEpoch15,[Airport3UpgradeEpoch10 Airport3UpgradeEpoch15],250
// UP1.5 Snipers vs Human Units,,,
snip_11_vs_sniper,SniperUpgradeEpoch11,[SniperUpgradeEpoch11 SniperUpgradeEpoch13],700
snip_11_vs_cits,SniperUpgradeEpoch11,[CitizenFUpgradeEpoch1 CitizenFUpgradeEpoch4 CitizenUpgradeEpoch1 CitizenUpgradeEpoch4 CitizenUpgradeEpoch7 CitizenUpgradeEpoch10 CitizenUpgradeEpoch13],700
snip_11_vs_scout,SniperUpgradeEpoch11,[ScoutUpgradeEpoch1 ScoutUpgradeEpoch4 ScoutUpgradeEpoch7 ScoutUpgradeEpoch10 ScoutUpgradeEpoch13],700
snip_11_vs_priests,SniperUpgradeEpoch11,[PriestUpgradeEpoch1 PriestUpgradeEpoch4 PriestUpgradeEpoch7 PriestUpgradeEpoch10 PriestUpgradeEpoch13],400
snip_11_vs_spies,SniperUpgradeEpoch11,[SpyUpgradeEpoch1 SpyUpgradeEpoch4 SpyUpgradeEpoch7 SpyUpgradeEpoch10 SpyUpgradeEpoch13],300
snip_11_vs_tradecart,SniperUpgradeEpoch11,[TradeCartUpgradeEpoch1 TradeCartUpgradeEpoch2 TradeCartUpgradeEpoch6],300
snip_11_vs_medic,SniperUpgradeEpoch11,[MedicUpgradeEpoch1 MedicUpgradeEpoch10 MedicUpgradeEpoch12 MedicUpgradeEpoch14],200
snip_11_vs_linf,SniperUpgradeEpoch11,[LightInfantryUpgradeEpoch1 LightInfantryUpgradeEpoch3 LightInfantryUpgradeEpoch5 LightInfantryUpgradeEpoch7 LightInfantryUpgradeEpoch9 LightInfantryUpgradeEpoch11 LightInfantryUpgradeEpoch13 LightInfantryUpgradeEpoch15],700
snip_11_vs_hinf_1,SniperUpgradeEpoch11,[HeavyInfantry1UpgradeEpoch1 HeavyInfantry1UpgradeEpoch3 HeavyInfantry1UpgradeEpoch5 HeavyInfantry1UpgradeEpoch7 HeavyInfantry1UpgradeEpoch9 HeavyInfantry1UpgradeEpoch11 HeavyInfantry1UpgradeEpoch13 HeavyInfantry1UpgradeEpoch15],700
snip_11_vs_hinf_2,SniperUpgradeEpoch11,[HeavyInfantry2UpgradeEpoch1 HeavyInfantry2UpgradeEpoch2 HeavyInfantry2UpgradeEpoch5 HeavyInfantry2UpgradeEpoch8 HeavyInfantry2UpgradeEpoch11 HeavyInfantry2UpgradeEpoch14],700
snip_11_vs_horses1,SniperUpgradeEpoch11,[LightMounted1UpgradeEpoch1 LightMounted1UpgradeEpoch2 LightMounted1UpgradeEpoch4 LightMounted1UpgradeEpoch6 LightMounted1UpgradeEpoch8 LightMounted1UpgradeEpoch10],150
snip_11_vs_horses2,SniperUpgradeEpoch11,[HeavyMounted1UpgradeEpoch1 HeavyMounted1UpgradeEpoch2 HeavyMounted1UpgradeEpoch4 HeavyMounted1UpgradeEpoch6 HeavyMounted1UpgradeEpoch8 HeavyMounted1UpgradeEpoch10],150
snip_11_vs_lightart,SniperUpgradeEpoch11,[LightArtillery1UpgradeEpoch1 LightArtillery1UpgradeEpoch3 LightArtillery1UpgradeEpoch5 LightArtillery1UpgradeEpoch7 LightArtillery1UpgradeEpoch9 LightArtillery1UpgradeEpoch11],200
snip_11_vs_heavyart,SniperUpgradeEpoch11,[HeavyArtilleryUpgradeEpoch1 HeavyArtilleryUpgradeEpoch2 HeavyArtilleryUpgradeEpoch4 HeavyArtilleryUpgradeEpoch6 HeavyArtilleryUpgradeEpoch8 HeavyArtilleryUpgradeEpoch10],250
snip_11_vs_civinfantry,SniperUpgradeEpoch11,[UU_American1UpgradeEpoch1 UU_American2UpgradeEpoch6 UU_German1UpgradeEpoch1 UU_Greek1UpgradeEpoch1 UU_Greek3UpgradeEpoch11 UU_Roman1UpgradeEpoch1 UU_Roman2UpgradeEpoch6 UU_Roman3UpgradeEpoch11 UU_Babylonian1UpgradeEpoch1 UU_Babylonian3UpgradeEpoch11 UU_Turkish2UpgradeEpoch6 UU_Turkish3UpgradeEpoch11 UU_Chinese1UpgradeEpoch1 UU_Japanese1UpgradeEpoch1 UU_Korean3UpgradeEpoch11 UU_Aztec1UpgradeEpoch1 UU_Inca1UpgradeEpoch1 UU_Inca2UpgradeEpoch6 UU_Mayan1UpgradeEpoch1],700
snip_11_vs_civspypriest,SniperUpgradeEpoch11,[UU_English1UpgradeEpoch1 UU_English3UpgradeEpoch11 UU_Japanese2UpgradeEpoch6 UU_Aztec3UpgradeEpoch11],250
snip_11_vs_civhorse,SniperUpgradeEpoch11,[UU_English2UpgradeEpoch6 UU_German2UpgradeEpoch6 UU_Greek2UpgradeEpoch6 UU_Babylonian2UpgradeEpoch6 UU_Egyptian1UpgradeEpoch1 UU_Egyptian2UpgradeEpoch6 UU_Turkish1UpgradeEpoch1 UU_Korean1UpgradeEpoch1 UU_Aztec2UpgradeEpoch6],150
snip_11_vs_civartilery,SniperUpgradeEpoch11,[UU_Chinese2UpgradeEpoch6 UU_Korean2UpgradeEpoch6 UU_Mayan2UpgradeEpoch6],200
snip_11_vs_aoscivinfantry,SniperUpgradeEpoch11,[UU_Maasai1UpgradeEpoch1 UU_Russian1UpgradeEpoch1 UU_Zulu1UpgradeEpoch1 UU_Zulu2UpgradeEpoch6],700
snip_11_vs_aoscivspypriest,SniperUpgradeEpoch11,[UU_Maasai2UpgradeEpoch6],250
snip_11_vs_aoscivhorse,SniperUpgradeEpoch11,[UU_French2UpgradeEpoch6],150
snip_11_vs_aoscivartilery,SniperUpgradeEpoch11,[UU_French1UpgradeEpoch1 UU_Russian2UpgradeEpoch6],200
snip_13_vs_sniper,SniperUpgradeEpoch13,[SniperUpgradeEpoch11 SniperUpgradeEpoch13],700
snip_13_vs_cits,SniperUpgradeEpoch13,[CitizenFUpgradeEpoch1 CitizenFUpgradeEpoch4 CitizenUpgradeEpoch1 CitizenUpgradeEpoch4 CitizenUpgradeEpoch7 CitizenUpgradeEpoch10 CitizenUpgradeEpoch13],700
snip_13_vs_scout,SniperUpgradeEpoch13,[ScoutUpgradeEpoch1 ScoutUpgradeEpoch4 ScoutUpgradeEpoch7 ScoutUpgradeEpoch10 ScoutUpgradeEpoch13],700
snip_13_vs_priests,SniperUpgradeEpoch13,[PriestUpgradeEpoch1 PriestUpgradeEpoch4 PriestUpgradeEpoch7 PriestUpgradeEpoch10 PriestUpgradeEpoch13],400
snip_13_vs_spies,SniperUpgradeEpoch13,[SpyUpgradeEpoch1 SpyUpgradeEpoch4 SpyUpgradeEpoch7 SpyUpgradeEpoch10 SpyUpgradeEpoch13],300
snip_13_vs_tradecart,SniperUpgradeEpoch13,[TradeCartUpgradeEpoch1 TradeCartUpgradeEpoch2 TradeCartUpgradeEpoch6],300
snip_13_vs_medic,SniperUpgradeEpoch13,[MedicUpgradeEpoch1 MedicUpgradeEpoch10 MedicUpgradeEpoch12 MedicUpgradeEpoch14],200
snip_13_vs_linf,SniperUpgradeEpoch13,[LightInfantryUpgradeEpoch1 LightInfantryUpgradeEpoch3 LightInfantryUpgradeEpoch5 LightInfantryUpgradeEpoch7 LightInfantryUpgradeEpoch9 LightInfantryUpgradeEpoch11 LightInfantryUpgradeEpoch13 LightInfantryUpgradeEpoch15],700
snip_13_vs_hinf_1,SniperUpgradeEpoch13,[HeavyInfantry1UpgradeEpoch1 HeavyInfantry1UpgradeEpoch3 HeavyInfantry1UpgradeEpoch5 HeavyInfantry1UpgradeEpoch7 HeavyInfantry1UpgradeEpoch9 HeavyInfantry1UpgradeEpoch11 HeavyInfantry1UpgradeEpoch13 HeavyInfantry1UpgradeEpoch15],700
snip_13_vs_hinf_2,SniperUpgradeEpoch13,[HeavyInfantry2UpgradeEpoch1 HeavyInfantry2UpgradeEpoch2 HeavyInfantry2UpgradeEpoch5 HeavyInfantry2UpgradeEpoch8 HeavyInfantry2UpgradeEpoch11 HeavyInfantry2UpgradeEpoch14],700
snip_13_vs_horses1,SniperUpgradeEpoch13,[LightMounted1UpgradeEpoch1 LightMounted1UpgradeEpoch2 LightMounted1UpgradeEpoch4 LightMounted1UpgradeEpoch6 LightMounted1UpgradeEpoch8 LightMounted1UpgradeEpoch10],150
snip_13_vs_horses2,SniperUpgradeEpoch13,[HeavyMounted1UpgradeEpoch1 HeavyMounted1UpgradeEpoch2 HeavyMounted1UpgradeEpoch4 HeavyMounted1UpgradeEpoch6 HeavyMounted1UpgradeEpoch8 HeavyMounted1UpgradeEpoch10],150
snip_13_vs_lightart,SniperUpgradeEpoch13,[LightArtillery1UpgradeEpoch1 LightArtillery1UpgradeEpoch3 LightArtillery1UpgradeEpoch5 LightArtillery1UpgradeEpoch7 LightArtillery1UpgradeEpoch9 LightArtillery1UpgradeEpoch11],200
snip_13_vs_heavyart,SniperUpgradeEpoch13,[HeavyArtilleryUpgradeEpoch1 HeavyArtilleryUpgradeEpoch2 HeavyArtilleryUpgradeEpoch4 HeavyArtilleryUpgradeEpoch6 HeavyArtilleryUpgradeEpoch8 HeavyArtilleryUpgradeEpoch10],250
snip_13_vs_civinfantry,SniperUpgradeEpoch13,[UU_American1UpgradeEpoch1 UU_American2UpgradeEpoch6 UU_German1UpgradeEpoch1 UU_Greek1UpgradeEpoch1 UU_Greek3UpgradeEpoch11 UU_Roman1UpgradeEpoch1 UU_Roman2UpgradeEpoch6 UU_Roman3UpgradeEpoch11 UU_Babylonian1UpgradeEpoch1 UU_Babylonian3UpgradeEpoch11 UU_Turkish2UpgradeEpoch6 UU_Turkish3UpgradeEpoch11 UU_Chinese1UpgradeEpoch1 UU_Japanese1UpgradeEpoch1 UU_Korean3UpgradeEpoch11 UU_Aztec1UpgradeEpoch1 UU_Inca1UpgradeEpoch1 UU_Inca2UpgradeEpoch6 UU_Mayan1UpgradeEpoch1],700
snip_13_vs_civspypriest,SniperUpgradeEpoch13,[UU_English1UpgradeEpoch1 UU_English3UpgradeEpoch11 UU_Japanese2UpgradeEpoch6 UU_Aztec3UpgradeEpoch11],250
snip_13_vs_civhorse,SniperUpgradeEpoch13,[UU_English2UpgradeEpoch6 UU_German2UpgradeEpoch6 UU_Greek2UpgradeEpoch6 UU_Babylonian2UpgradeEpoch6 UU_Egyptian1UpgradeEpoch1 UU_Egyptian2UpgradeEpoch6 UU_Turkish1UpgradeEpoch1 UU_Korean1UpgradeEpoch1 UU_Aztec2UpgradeEpoch6],150
snip_13_vs_civartilery,SniperUpgradeEpoch13,[UU_Chinese2UpgradeEpoch6 UU_Korean2UpgradeEpoch6 UU_Mayan2UpgradeEpoch6],200
snip_13_vs_aoscivinfantry,SniperUpgradeEpoch13,[UU_Maasai1UpgradeEpoch1 UU_Russian1UpgradeEpoch1 UU_Zulu1UpgradeEpoch1 UU_Zulu2UpgradeEpoch6],700
snip_13_vs_aoscivspypriest,SniperUpgradeEpoch13,[UU_Maasai2UpgradeEpoch6],250
snip_13_vs_aoscivhorse,SniperUpgradeEpoch13,[UU_French2UpgradeEpoch6],150
snip_13_vs_aoscivartilery,SniperUpgradeEpoch13,[UU_French1UpgradeEpoch1 UU_Russian2UpgradeEpoch6],200
