// NAME,DISPLAYNAME,TOOLTIP,EPOCH,SLOT,BRANCH,ICON,MENU,ROW,COLUMN,HOST,PRODUCE,UPGRADE,TIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,TECHPTS,TTCIV,PREREQUISITES,SPECFLAGS
Rus_2s19,text_BMP1_name,,11,0,,,0,1,1,Mill,Rus_2s19,Rus_2s19UpgradeEpoch11,80,0,0,400,550,0,0,0,250,550,5,Russian,[upArmoredCar_11],(None)
BTR80ATGM,text_BMP1_name,,11,0,,,0,1,0,Mill,BTR80ATGM,BTR80ATGMUpgradeEpoch11,60,250,250,250,250,0,0,0,0,0,2,Russian,[upArmoredCar_11],(None)
//ww13
yake38,text_Fighter_11_name,,13,0,,,0,3,2,kiev,yake38,,15,0,300,0,400,0,0,0,400,300,2,Russian,[],(None)
//la15,text_Fighter_11_name,,13,0,,,1,3,0,Airport,la15,,70,0,400,0,400,0,0,0,200,400,2,Russian,[],(None)
//Mig15,text_Fighter_11_name,,13,0,,,1,3,1,Airport,Mig15,,70,0,400,0,400,0,0,0,400,200,2,Russian,[],(None)
//Mig17,text_Fighter_11_name,,13,0,,,1,3,2,Airport,Mig17,,70,0,400,0,400,0,0,0,400,200,2,Russian,[],(None)
//Su9,text_Fighter_11_name,,13,0,,,1,2,3,Airport,Su9,,70,0,400,0,400,0,0,0,400,200,2,Russian,[],(None)
//Tu142,text_mig15_name,,13,0,,,1,1,1,Airport,Tu142,,100,0,1000,0,1000,0,0,0,1000,1000,5,Russian,[],(None)

akula,text_Submarine_11_name,,11,0,,,0,2,0,Dock,akula,akulaUpgradeEpoch11,100,0,1000,0,1000,0,0,0,1000,1000,2,Russian,[upFregatten_11],(None)
//Lada,text_Submarine_11_name,,14,0,,,1,3,2,Dock,Lada,,80,0,800,0,800,0,0,0,800,800,2,Russian,[],(None)
//Sierra,text_Submarine_11_name,,13,0,,,1,3,0,Dock,Sierra,,80,0,800,0,800,0,0,0,800,800,2,Russian,[],(None)
Oscar2,text_Submarine_11_name,,13,0,,,0,3,0,Dock,Oscar2,,100,0,3000,0,3000,0,0,0,2000,2000,30,Russian,[],(None)
Ballistic,text_Submarine_11_name,,14,0,,,0,3,1,Dock,Ballistic,,130,0,5000,0,5000,0,0,0,3000,3000,50,Russian,[],(None)
typhoon,text_Submarine_11_name,,13,0,,,0,3,1,Dock,typhoon,,130,0,5000,0,5000,0,0,0,3000,3000,50,Russian,[],(None)

Paratrooper_T72,tx_utn_Sniper_name,,13,0,,,0,3,2,moskva_Heliport,Paratrooper_T72,,25,0,1000,0,1000,0,0,0,500,1000,0,Russian,[],(None)
Paratrooper_RussArmy,text_Mi8_name,,13,0,,,0,2,2,moskva_Heliport,Paratrooper_RussArmy,,20,500,100,0,500,0,0,0,0,0,0,Russian,[],(None)

RomanCarrier,text_AircraftCarrier_11_name,,12,0,,,0,2,3,Dock,RomanCarrier,RomanCarrierEpoch11,0,0,0,0,0,0,0,0,0,0,0,Roman,[],(None)
AVH6636,text_BMP1_name,,11,0,,,0,1,0,Stable,AVH6636,AVH6636UpgradeEpoch11,60,250,250,250,250,0,0,0,0,0,2,Roman,[],(None)
Ariete,text_BMP1_name,,11,0,,,0,1,1,Stable,Ariete,ArieteUpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,Roman,[upArmoredCar_11],(None)
C1,text_BMP1_name,,11,0,,,0,1,2,Stable,C1,C1UpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,Roman,[upArmoredCar_11],(None)
Dardo,text_BMP1_name,,13,0,,,0,2,0,Stable,Dardo,,70,400,550,0,550,0,0,0,400,0,2,Roman,[upHelicopter_13],(None)
LINCE,text_BMP1_name,,13,0,,,0,2,1,Stable,LINCE,,55,250,250,250,250,0,0,0,0,0,0,Roman,[],(None)
Paermaliya155mm,text_BMP1_name,,11,0,,,0,1,1,Mill,Paermaliya155mm,PaermaliyaUpgradeEpoch11,80,0,0,400,550,0,0,0,250,550,5,Roman,[upArmoredCar_11],(None)
A129,text_Mi8_name,,13,0,,,0,2,1,Airport2,A129,A129UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,Roman,[upHelicopter_13],(None)
//ww14
EurofighterItaly,text_Fighter_11_name,,13,0,,,1,3,1,Airport,EurofighterItaly,EurofighterItalyUpgradeEpoch13,80,0,600,0,600,0,0,0,400,400,10,Roman,[upHelicopter_13],(None)
F35AItaly,text_Fighter_11_name,,14,0,,,1,3,3,Airport,F35AItaly,,90,0,750,0,750,0,0,0,750,400,8,Roman,[upStealthPlane_14],(None)
//ww13
L212A,text_Submarine_11_name,,13,0,,,0,2,0,Dock,L212A,,80,0,800,0,800,0,0,0,800,800,2,Roman,[],(None)
ItalySSGN,text_Submarine_11_name,,13,0,,,0,3,0,Dock,ItalySSGN,,100,0,3000,0,3000,0,0,0,2000,2000,30,Roman,[],(None)
ItalyG91,text_Fighter_11_name,,11,0,,,0,2,2,Airport,ItalyG91,ItalyG91UpgradeEpoch11,70,0,450,0,450,0,0,0,200,450,5,Roman,[upfighter_11],(None)
TornadoItaly,text_Fighter_11_name,,11,0,,,0,3,1,Airport,TornadoItaly,TornadoItalyUpgradeEpoch11,70,0,450,0,450,0,0,0,450,200,5,Roman,[upfighter_11],(None)
canberraItaly,text_Fighter_11_name,,11,0,,,0,3,0,Airport,canberraItaly,canberraItalyUpgradeEpoch11,100,0,1000,0,1000,0,0,0,1000,1000,20,Roman,[upfighter_11],(None)

GermanCarrier,text_AircraftCarrier_11_name,,12,0,,,0,2,3,Dock,GermanCarrier,GermanCarrierEpoch11,0,0,0,0,0,0,0,0,0,0,0,German,[],(None)
Boxer,text_BMP1_name,,11,0,,,0,1,0,Stable,Boxer,BoxerUpgradeEpoch11,60,250,250,250,250,0,0,0,0,0,0,German,[],(None)
Leopard2A6,text_BMP1_name,,11,0,,,0,1,2,Stable,Leopard2A6,Leopard2A6UpgradeEpoch11,70,0,500,0,500,0,0,0,300,500,2,German,[upArmoredCar_11],(None)
GermanLeopard2A5,text_BMP1_name,,11,0,,,0,1,1,Stable,GermanLeopard2A5,GermanLeopard2A5UpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,German,[upArmoredCar_11],(None)
Marder,text_BMP1_name,,13,0,,,0,2,0,Stable,Marder,,70,400,550,0,550,0,0,0,400,0,2,German,[upHelicopter_13],(None)
Dingo,text_BMP1_name,,13,0,,,0,0,3,Stable,Dingo,,55,200,200,200,200,0,0,0,0,0,0,German,[],(None)
gertiger1,text_Mi8_name,,13,0,,,0,2,1,Airport2,gertiger1,gertiger1UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,German,[upHelicopter_13],(None)
MarderATGM,text_BMP1_name,,11,0,,,0,1,0,Mill,MarderATGM,MarderATGMUpgradeEpoch11,60,250,250,250,250,0,0,0,0,0,2,German,[upArmoredCar_11],(None)
Pzh2000,text_BMP1_name,,11,0,,,0,1,1,Mill,Pzh2000,Pzh2000UpgradeEpoch11,80,0,0,400,550,0,0,0,250,550,5,German,[upArmoredCar_11],(None)
//ww13
EurofighterGermany,text_Fighter_11_name,,13,0,,,1,3,1,Airport,EurofighterGermany,EurofighterGerUpgradeEpoch13,80,0,600,0,600,0,0,0,400,400,10,German,[upHelicopter_13],(None)
F35AGerman,text_Fighter_11_name,,14,0,,,1,3,3,Airport,F35AGerman,,90,0,850,0,850,0,0,0,850,500,8,German,[upStealthPlane_14],(None)
L212Afr,text_Submarine_11_name,,11,0,,,0,2,0,Dock,L212Afr,L212AfrUpgradeEpoch11,80,0,800,0,800,0,0,0,800,800,2,German,[upFregatten_11],(None)
GermanSSGN,text_Submarine_11_name,,13,0,,,0,3,0,Dock,GermanSSGN,,100,0,3000,0,3000,0,0,0,2000,2000,30,German,[],(None)
G91,text_Fighter_11_name,,11,0,,,0,2,2,Airport,G91,G91UpgradeEpoch11,70,0,450,0,450,0,0,0,200,450,5,German,[upfighter_11],(None)
TornadoGerman,text_Fighter_11_name,,11,0,,,0,3,1,Airport,TornadoGerman,TornadoGermanUpgradeEpoch11,70,0,450,0,450,0,0,0,450,200,5,German,[upfighter_11],(None)
ho229Ger,text_Fighter_11_name,,11,0,,,0,3,0,Airport,ho229Ger,ho229GerUpgradeEpoch11,100,0,1000,0,1000,0,0,0,1000,1000,20,German,[upfighter_11],(None)

//QueenElizabethCarrier,text_AircraftCarrier_11_name,,13,0,,,0,1,3,Dock,QueenElizabethCarrier,,500,0,1000,0,0,0,0,0,1000,1000,0,English,[],(None)
EnglishCarrier,text_AircraftCarrier_11_name,,12,0,,,0,2,3,Dock,EnglishCarrier,EnglishCarrierEpoch11,0,0,0,0,0,0,0,0,0,0,0,English,[],(None)
Warrior,text_BMP1_name,,13,0,,,0,2,0,Stable,Warrior,,70,400,550,0,550,0,0,0,400,0,2,English,[upHelicopter_13],(None)
Challenger2,text_BMP1_name,,11,0,,,0,1,2,Stable,Challenger2,Challenger2UpgradeEpoch11,70,0,500,0,500,0,0,0,300,500,2,English,[upArmoredCar_11],(None)
Challenger1,text_BMP1_name,,11,0,,,0,1,1,Stable,Challenger1,Challenger1UpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,English,[upArmoredCar_11],(None)
Rosomak,text_BMP1_name,,11,0,,,0,1,0,Stable,Rosomak,RosomakUpgradeEpoch11,60,350,350,350,350,0,0,0,0,0,0,English,[],(None)
UKAH64,text_Mi8_name,,13,0,,,0,2,1,Airport2,UKAH64,UKAH64UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,English,[upHelicopter_13],(None)
As90,text_BMP1_name,,11,0,,,0,1,1,Mill,As90,As90UpgradeEpoch11,80,0,0,400,550,0,0,0,250,550,5,English,[upArmoredCar_11],(None)
//ww14
F35AUK,text_Fighter_11_name,,14,0,,,1,3,3,Airport,F35AUK,,90,0,750,0,750,0,0,0,750,400,8,English,[upStealthPlane_14],(None)
EurofighterBritain,text_Fighter_11_name,,13,0,,,1,3,1,Airport,EurofighterBritain,EurofighterBriUpgradeEpoch13,80,0,600,0,600,0,0,0,400,400,10,English,[upHelicopter_13],(None)
TornadoBritain,text_Fighter_11_name,,11,0,,,0,3,1,Airport,TornadoBritain,TornadoBritainUpgradeEpoch11,70,0,450,0,450,0,0,0,450,200,5,English,[upfighter_11],(None)
Scimitar,text_Fighter_11_name,,11,0,,,0,2,2,Airport,Scimitar,ScimitarUpgradeEpoch11,70,0,430,0,430,0,0,0,200,430,5,English,[upfighter_11],(None)
vulcan,text_Fighter_11_name,,11,0,,,0,3,0,Airport,vulcan,vulcanUpgradeEpoch11,100,0,1000,0,1000,0,0,0,1000,1000,20,English,[upfighter_11],(None)
VanguardSubmarine,text_Submarine_11_name,,14,0,,,0,3,1,Dock,VanguardSubmarine,,130,0,5000,0,5000,0,0,0,3000,3000,50,English,[],(None)
Resolution,text_Submarine_11_name,,13,0,,,0,3,1,Dock,Resolution,,130,0,5000,0,5000,0,0,0,3000,3000,50,English,[],(None)
astute,text_Submarine_11_name,,13,0,,,0,3,0,Dock,astute,,100,0,3000,0,3000,0,0,0,2000,2000,30,English,[],(None)
Trafalgar,text_Submarine_11_name,,11,0,,,0,2,0,Dock,Trafalgar,TrafalgarUpgradeEpoch11,80,0,800,0,800,0,0,0,800,800,2,English,[upFregatten_11],(None)

FrenchCarrier,text_AircraftCarrier_11_name,,12,0,,,0,2,3,Dock,FrenchCarrier,FrenchCarrierEpoch11,0,0,0,0,0,0,0,0,0,0,0,French,[],(None)
EBRC,text_BMP1_name,,11,0,,,0,1,0,Stable,EBRC,EBRCUpgradeEpoch11,55,300,300,300,300,0,0,0,0,0,2,French,[],(None)
Leclerc,text_BMP1_name,,11,0,,,0,1,1,Stable,Leclerc,LeclercUpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,French,[upArmoredCar_11],(None)
AMX56,text_BMP1_name,,11,0,,,0,1,2,Stable,AMX56,AMX56UpgradeEpoch11,70,0,500,0,500,0,0,0,300,500,2,French,[upArmoredCar_11],(None)
AMX10wt,text_BMP1_name,,13,0,,,0,2,0,Stable,AMX10wt,,70,300,450,0,450,0,0,0,300,0,2,French,[upHelicopter_13],(None)
Chinese_AMX13,text_BMP1_name,,13,0,,,0,2,2,Stable,Chinese_AMX13,,70,0,400,0,400,0,0,0,200,400,1,French,[upHelicopter_13],(None)
tiger1,text_Mi8_name,,13,0,,,0,2,1,Airport2,tiger1,tiger1UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,French,[upHelicopter_13],(None)
AUF1,text_BMP1_name,,11,0,,,0,1,1,Mill,AUF1,AUF1UpgradeEpoch11,80,0,0,400,550,0,0,0,250,550,5,French,[upArmoredCar_11],(None)

Barracuda,text_Submarine_11_name,,11,0,,,0,2,0,Dock,Barracuda,BarracudaUpgradeEpoch11,80,0,800,0,800,0,0,0,800,800,2,French,[upFregatten_11],(None)
Rubis,text_Submarine_11_name,,13,0,,,0,3,0,Dock,Rubis,,100,0,3000,0,3000,0,0,0,2000,2000,30,French,[],(None)
Redoutable,text_Submarine_11_name,,13,0,,,0,3,0,Dock,Redoutable,,130,0,5000,0,5000,0,0,0,3000,3000,50,French,[],(None)
Triomphant,text_Submarine_11_name,,14,0,,,0,3,1,Dock,Triomphant,,130,0,5000,0,5000,0,0,0,3000,3000,50,French,[],(None)
//ww14
Mirage2000C,text_Fighter_11_name,,11,0,,,0,3,1,Airport,Mirage2000C,Mirage2000CUpgradeEpoch11,70,0,450,0,450,0,0,0,450,200,5,French,[upfighter_11],(None)
Mirage4000,text_Fighter_11_name,,13,0,,,1,3,1,Airport,Mirage4000,Mirage4000UpgradeEpoch13,80,0,600,0,600,0,0,0,400,400,10,French,[upHelicopter_13],(None)
JaguarAFre,text_Fighter_11_name,,11,0,,,0,2,2,Airport,JaguarAFre,JaguarAFreUpgradeEpoch11,70,0,450,0,450,0,0,0,200,450,5,French,[upfighter_11],(None)
Mirage4,text_Fighter_11_name,,11,0,,,0,3,0,Airport,Mirage4,Mirage4UpgradeEpoch11,100,0,1000,0,1000,0,0,0,1000,1000,20,French,[upfighter_11],(None)

F35AGreek,text_Fighter_11_name,,14,0,,,1,3,3,Airport,F35AGreek,,90,0,750,0,750,0,0,0,750,400,8,Greek,[upStealthPlane_14],(None)
S300_greek,text_SA9_name,,13,0,,,0,2,2,Mill,S300_greek,,70,0,500,0,500,0,0,0,500,300,2,Greek,[],(None)
A7CII_Greek,text_Fighter_11_name,,11,0,,,0,2,2,Airport,A7CII_Greek,A7CII_GreekUpgradeEpoch11,70,0,400,0,400,0,0,0,200,400,5,Greek,[upfighter_11],(None)
F16_Greek,text_Fighter_11_name,,11,0,,,0,3,1,Airport,F16_Greek,F16_GreekUpgradeEpoch11,70,0,450,0,450,0,0,0,450,200,5,Greek,[upfighter_11],(None)
Mirage2000Greece,text_Fighter_11_name,,13,0,,,1,3,1,Airport,Mirage2000Greece,Mirage2000GreeceUpgradeEpoch13,80,0,500,0,600,0,0,0,400,300,10,Greek,[upHelicopter_13],(None)
PT91,text_T55_name,,11,0,,,0,1,1,Stable,PT91,PT91UpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,Greek,[upArmoredCar_11],(None)
GrekLeopard2A5,text_BMP1_name,,11,0,,,0,1,2,Stable,GrekLeopard2A5,GrekLeopard2A5UpgradeEpoch11,70,0,450,0,450,0,0,0,200,450,2,Greek,[upArmoredCar_11],(None)
Pizzaro,text_BMP1_name,,13,0,,,0,2,2,Stable,Pizzaro,,70,400,550,0,550,0,0,0,400,0,2,Greek,[upHelicopter_13],(None)
GrekAH64,text_Mi8_name,,13,0,,,0,2,1,Airport2,GrekAH64,GrekAH64UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,Greek,[upHelicopter_13],(None)

Qaher313,text_Fighter_11_name,,14,0,,,1,3,3,Airport,Qaher313,,90,0,750,0,750,0,0,0,750,400,8,MiddleEast,[upStealthPlane_14],(None)
T72Karrar,text_BMP1_name,,14,0,,,0,1,1,Stable,T72Karrar,,70,0,500,0,500,0,0,0,250,500,2,Babylonian,[upHeavyTank_14],(None)
Mig29Iraq,text_Fighter_11_name,,14,0,,,1,3,0,Airport,Mig29Iraq,,70,0,550,0,550,0,0,0,550,250,5,Babylonian,[upfighter_14],(None)
Mig29Iran,text_Fighter_11_name,,14,0,,,0,3,1,Airport,Mig29Iran,,70,0,550,0,550,0,0,0,550,250,5,Babylonian,[upfighter_14],(None)
//IranAH1,text_Mi8_name,,13,0,,,0,2,1,Airport2,IranAH1,IranAH1UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,Babylonian,[],(None)

Mirage2000Egypt,text_Fighter_11_name,,14,0,,,1,3,0,Airport,Mirage2000Egypt,,80,0,500,0,600,0,0,0,400,600,10,Egyptian,[upfighter_14],(None)

JetFighterTurkey,text_Fighter_11_name,,14,0,,,0,3,1,Airport,JetFighterTurkey,,70,0,550,0,550,0,0,0,200,550,5,Turkish,[upfighter_14],(None)
//TurkeyAH1,text_Mi8_name,,13,0,,,0,2,1,Airport2,TurkeyAH1,TurkeyAH1UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,Turkish,[],(None)

canberraJapan,text_Fighter_11_name,,11,0,,,0,3,0,Airport,canberraJapan,canberraJapanUpgradeEpoch11,100,0,1000,0,1000,0,0,0,1000,1000,20,Japanese,[upfighter_11],(None)
Japanf15,text_Fighter_11_name,,13,0,,,1,3,1,Airport,Japanf15,Japanf15UpgradeEpoch13,80,0,600,0,600,0,0,0,400,400,10,Japanese,[upHelicopter_13],(None)
F35AJapan,text_Fighter_11_name,,14,0,,,1,3,3,Airport,F35AJapan,,90,0,750,0,750,0,0,0,750,400,8,Japanese,[upStealthPlane_14],(None)
F2,text_Fighter_11_name,,11,0,,,0,3,1,Airport,F2,F2UpgradeEpoch11,70,0,450,0,450,0,0,0,450,200,5,Japanese,[upfighter_11],(None)
JapanF1,text_Fighter_11_name,,11,0,,,0,2,2,Airport,JapanF1,JapanF1UpgradeEpoch11,70,0,450,0,450,0,0,0,200,450,5,Japanese,[upfighter_11],(None)
Type87,text_BMP1_name,,11,0,,,0,1,0,Stable,Type87,Type87UpgradeEpoch11,60,250,250,250,250,0,0,0,0,0,0,Japanese,[],(None)
type90,text_BMP1_name,,11,0,,,0,1,1,Stable,type90,type90UpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,Japanese,[upArmoredCar_11],(None)
Type10MBT,text_BMP1_name,,11,0,,,0,1,2,Stable,Type10MBT,Type10MBTUpgradeEpoch11,70,0,500,0,500,0,0,0,300,500,2,Japanese,[upArmoredCar_11],(None)
Type89mi,text_BMP1_name,,13,0,,,0,2,0,Stable,Type89mi,,70,400,550,0,550,0,0,0,400,0,2,Japanese,[upHelicopter_13],(None)
AH64Japan,text_Mi8_name,,13,0,,,0,2,1,Airport2,AH64Japan,AH64JapanUpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,Japanese,[upHelicopter_13],(None)
Type75_155m,text_BMP1_name,,11,0,,,0,1,1,Mill,Type75_155m,Type75_155mUpgradeEpoch11,80,0,0,400,550,0,0,0,250,550,5,Japanese,[upArmoredCar_11],(None)
Type75_Japan,text_SA9_name,,14,0,,,0,2,0,Mill,Type75_Japan,,85,0,0,400,600,0,0,0,300,600,5,Japanese,[upHeavyArtillery_14],(None)

HarushioSubmarine,text_Submarine_11_name,,11,0,,,0,2,0,Dock,HarushioSubmarine,HarushioSubmarineUpgradeEpoch11,80,0,800,0,800,0,0,0,800,800,2,Japanese,[upFregatten_11],(None)
Yushio,text_Submarine_11_name,,13,0,,,0,3,0,Dock,Yushio,,100,0,3000,0,3000,0,0,0,2000,2000,30,Japanese,[],(None)

J10B,text_Fighter_11_name,,11,0,,,0,3,1,Airport,J10B,J10BUpgradeEpoch11,70,0,450,0,450,0,0,0,450,200,5,Chinese,[upfighter_11],(None)
J11A,text_Fighter_11_name,,13,0,,,1,3,0,Airport,J11A,J11AUpgradeEpoch13,70,0,500,0,500,0,0,0,500,250,5,Chinese,[],(None)
//J11D,text_Fighter_11_name,,13,0,,,1,3,0,Airport,J11D,J11DUpgradeEpoch13,60,0,200,0,200,0,0,0,200,100,2,Chinese,[],(None)
J16,text_Fighter_11_name,,13,0,,,1,3,1,Airport,J16,J16UpgradeEpoch13,80,0,600,0,600,0,0,0,400,400,10,Chinese,[upHelicopter_13],(None)
JH7A,text_Fighter_11_name,,11,0,,,0,2,2,Airport,JH7A,JH7AUpgradeEpoch11,70,0,450,0,450,0,0,0,200,450,5,Chinese,[upfighter_11],(None)
JH7B,text_Fighter_11_name,,13,0,,,1,3,4,Airport,JH7B,JH7BUpgradeEpoch13,70,0,450,0,450,0,0,0,200,450,5,Chinese,[upHelicopter_13],(None)
//J8b,text_Fighter_11_name,,14,0,,,1,2,1,Airport,J8b,,90,0,800,0,800,0,0,0,800,800,2,Chinese,[],(None)
Tu16Kitai,text_Fighter_11_name,,11,0,,,0,3,0,Airport,Tu16Kitai,Tu16KitaiUpgradeEpoch11,100,0,2000,0,2000,0,0,0,2000,2000,20,Chinese,[upfighter_11],(None)
H20,text_Tu95_name,,14,0,,,1,2,3,Airport,H20,,120,0,5000,0,5000,0,0,0,5000,5000,100,Chinese,[],(None)
J20,text_Fighter_11_name,,14,0,,,1,3,2,Airport,J20,,80,0,700,0,700,0,0,0,400,700,8,Chinese,[upStealthPlane_14],(None)
J20S,text_Fighter_11_name,,14,0,,,1,3,3,Airport,J20S,,80,0,750,0,750,0,0,0,750,400,8,Chinese,[upStealthPlane_14],(None)
J15,text_Fighter_11_name,,14,0,,,0,3,2,Type003,J15,,20,0,600,0,600,0,0,0,350,400,0,Chinese,[],(None)
J35A,text_Fighter_11_name,,14,0,,,0,2,2,Type003,J35A,,20,0,750,0,750,0,0,0,750,400,5,Chinese,[upStealthPlane_14],(None)

DF41,text_SA9_name,,14,0,,,0,0,1,Mill,DF41,,300,0,8000,0,8000,0,0,0,8000,8000,300,Chinese,[],(None)
Scud_culd,text_SA9_name,,13,0,,,0,0,2,Mill,Scud_culd,,200,0,5000,0,0,0,0,0,5000,5000,50,Chinese,[],(None)
DF17,text_SA9_name,,14,0,,,0,0,3,Mill,DF17,,125,0,3000,0,3000,0,0,0,2000,2000,30,Chinese,[upMisslo_14],(None)
AntiAir_HQ9,text_SA9_name,,14,0,,,0,2,2,Mill,AntiAir_HQ9,,70,0,660,0,660,0,0,0,0,660,2,Chinese,[upAirDefense_14],(None)
AntiAir_HQ61,text_SA9_name,,11,0,,,0,1,2,Mill,AntiAir_HQ61,AntiAir_HQ61UpgradeEpoch11,70,0,480,0,480,0,0,0,480,180,2,Chinese,[upArmoredCar_11],(None)
radacache,text_SA9_name,,13,0,,,0,2,3,Mill,radacache,,70,0,550,0,550,0,0,0,550,0,2,Chinese,[],(None)
ZSL92,text_BMP1_name,,11,0,,,0,1,0,Stable,ZSL92,ZSL92UpgradeEpoch11,60,250,250,250,250,0,0,0,0,0,0,Chinese,[],(None)
T99A,text_HeavyMounted1_11_name,,11,0,,,0,1,1,Stable,T99A,T99AUpgradeEpoch11,70,0,450,0,450,0,0,0,250,450,2,Chinese,[upArmoredCar_11],(None)
ZTQ15,text_HeavyMounted1_11_name,,13,0,,,0,1,4,Stable,ZTQ15,ZTQ15UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,Chinese,[upHelicopter_13],(None)
China_T99A,text_HeavyMounted1_11_name,,11,0,,,0,1,2,Stable,China_T99A,China_T99AUpgradeEpoch11,70,0,500,0,500,0,0,0,300,500,2,Chinese,[upArmoredCar_11],(None)
PHL_03,text_SA9_name,,14,0,,,0,2,0,Mill,PHL_03,,85,0,0,460,690,0,0,0,345,690,5,Chinese,[upHeavyArtillery_14],(None)
Ka28Kitai,text_Mi8_name,,13,0,,,0,3,2,Ch054destory,Ka28Kitai,,50,0,250,0,250,0,0,0,250,250,0,Chinese,[],(None)
ChinaCarrier,text_AircraftCarrier_11_name,,12,0,,,0,2,3,Dock,ChinaCarrier,ChinaCarrierEpoch11,0,0,0,0,0,0,0,0,0,0,0,Chinese,[],(None)
Chinaship_071,text_typhoon_name,,13,0,,,1,3,0,Dock,Chinaship_071,,120,0,2000,0,0,0,0,0,2000,2000,5,Chinese,[],(None)
AntiAir_Fkl03,text_BMP1_name,,13,0,,,0,0,2,Stable,AntiAir_Fkl03,,65,0,400,0,400,0,0,0,400,0,1,Chinese,[],(None)
Plz45,text_BMP1_name,,11,0,,,0,1,1,Mill,Plz45,Plz45UpgradeEpoch11,80,0,0,440,605,0,0,0,275,605,5,Chinese,[upArmoredCar_11],(None)
ChinaArmy,tx_utn_Sniper_name,,13,0,,,0,1,0,Barracks,ChinaArmy,,28,48,0,0,32,0,0,0,0,0,0,Chinese,[],(None)
Hongjian10,text_HeavyMounted1_11_name,,11,0,,,0,1,0,Mill,Hongjian10,Hongjian10UpgradeEpoch11,70,400,400,0,400,0,0,0,400,0,2,Chinese,[upArmoredCar_11],(None)
Type85Rocket,text_SA9_name,,13,0,,,0,2,0,Mill,Type85Rocket,,70,0,0,450,450,0,0,0,250,450,5,Chinese,[upHeavyArtillery_13],(None)
//DongfengWarriors,text_BMP1_name,,13,0,,,0,0,3,Stable,DongfengWarriors,,55,200,250,250,250,0,0,0,0,0,0,Chinese,[],(None)
//Z20,text_Mi8_name,,14,0,,,0,1,0,Airport2,Z20,,60,0,300,0,300,0,0,0,0,0,1,Chinese,[],(None)
WZ19,text_Mi8_name,,13,0,,,0,2,0,Airport2,WZ19,WZ19UpgradeEpoch13,70,420,0,0,420,0,0,0,220,420,2,Chinese,[upHelicopter_13],(None)
ChinaWZ10,text_Mi8_name,,13,0,,,0,2,1,Airport2,ChinaWZ10,ChinaWZ10UpgradeEpoch13,70,0,450,0,450,0,0,0,250,450,2,Chinese,[upHelicopter_13],(None)
Z8,text_Mi8_name,,13,0,,,0,2,2,Airport2,Z8,,60,0,200,0,200,0,0,0,0,0,1,Chinese,[],(None)

Type039B,text_Submarine_11_name,,11,0,,,0,2,0,Dock,Type039B,Type039BUpgradeEpoch11,80,0,800,0,800,0,0,0,800,800,2,Chinese,[upFregatten_11],(None)
Type092,text_Submarine_11_name,,13,0,,,0,3,0,Dock,Type092,,100,0,3000,0,3000,0,0,0,2000,2000,30,Chinese,[],(None)
Type096,text_Submarine_11_name,,14,0,,,0,3,1,Dock,Type096,,130,0,5000,0,5000,0,0,0,3000,3000,50,Chinese,[],(None)
Type094,text_Submarine_11_name,,13,0,,,0,3,1,Dock,Type094,,130,0,5000,0,5000,0,0,0,3000,3000,50,Chinese,[],(None)
//Type095,text_Submarine_11_name,,14,0,,,1,3,1,Dock,Type095,,100,0,1000,0,1000,0,0,0,1000,1000,5,Chinese,[],(None)

Paratrooper_Solider4,tx_utn_Sniper_name,,13,0,,,0,2,2,Type075,Paratrooper_Solider4,,20,500,100,0,500,0,0,0,0,0,0,Chinese,[],(None)
Paratrooper_Mounter3,tx_utn_Sniper_name,,13,0,,,0,3,2,Type075,Paratrooper_Mounter3,,25,600,1000,400,1000,0,0,0,0,0,0,Chinese,[],(None)
Paratrooper_Type62,tx_utn_Sniper_name,,13,0,,,0,2,0,Type075,Paratrooper_Type62,,25,0,1000,0,1000,0,0,0,500,1000,0,Chinese,[],(None)

F35AKorea,text_Fighter_11_name,,14,0,,,1,3,3,Airport,F35AKorea,,90,0,750,0,750,0,0,0,750,400,8,Korean,[upStealthPlane_14],(None)
F15K_Korean,text_Fighter_11_name,,13,0,,,1,3,1,Airport,F15K_Korean,F15K_KoreanUpgradeEpoch13,80,0,600,0,600,0,0,0,400,400,10,Korean,[upHelicopter_13],(None)
