// NAME,ATTACKER,DEFENDERS,ADJUST
//Heavy Tank vs Light Mounted,,,
ha_14_vs_hi2_14,HeavyArtilleryUpgradeEpoch14,[HeavyInfantry2UpgradeEpoch14],130
// Submarine Versus Destroyer,,,
sub11_vs_destroyer11,DestroyerUpgradeEpoch11,[SubmarineUpgradeEpoch11],85

ChineseUU2_vs_LightInfantry_7,UU_Chinese2UpgradeEpoch6,[LightInfantryUpgradeEpoch7],60
ChineseUU2_vs_LightInfantry_9,UU_Chinese2UpgradeEpoch6,[LightInfantryUpgradeEpoch9],60
ChineseUU2_vs_LightInfantry_11,UU_Chinese2UpgradeEpoch6,[LightInfantryUpgradeEpoch11],60
ChineseUU2_vs_HeavyMounted_6,UU_Chinese2UpgradeEpoch6,[HeavyMounted1UpgradeEpoch6],80
ChineseUU2_vs_HeavyMounted_8,UU_Chinese2UpgradeEpoch6,[HeavyMounted1UpgradeEpoch8],80
ChineseUU2_vs_HeavyMounted_10,UU_Chinese2UpgradeEpoch6,[HeavyMounted1UpgradeEpoch10],80

//Egyptian campaign - everyone vs EgyptFortress,,,
li_1_vs_EgyptFortress,LightInfantryUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
li_3_vs_EgyptFortress,LightInfantryUpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
hi1_1_vs_EgyptFortress,HeavyInfantry1UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
hi1_3_vs_EgyptFortress,HeavyInfantry1UpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
hi2_1_vs_EgyptFortress,HeavyInfantry2UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
hi2_2_vs_EgyptFortress,HeavyInfantry2UpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
la_1_vs_EgyptFortress,LightArtillery1UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
la_3_vs_EgyptFortress,LightArtillery1UpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
ha_2_vs_EgyptFortress,HeavyArtilleryUpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
ha_4_vs_EgyptFortress,HeavyArtilleryUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
LightMounted_2_vs_EgyptFortress,LightMounted1UpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
LightMounted_4_vs_EgyptFortress,LightMounted1UpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
HeavyMounted_2_vs_EgyptFortress,HeavyMounted1UpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0
HeavyMounted_4_vs_EgyptFortress,HeavyMounted1UpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
EgyptianUU1_vs_EgyptFortress,UU_Egyptian1UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Ram_1_vs_EgyptFortress,RamUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Ram_3_vs_EgyptFortress,RamUpgradeEpoch3,[EgyptFortressUpgradeEpoch4],0
SeigeTower_1_vs_EgyptFortress,SeigeTowerUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
SeigeTower_4_vs_EgyptFortress,SeigeTowerUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
LeaderKemsa_vs_EgyptFortress,LeaderKemsa,[EgyptFortressUpgradeEpoch4],0
EgyptCrocodile_vs_EgyptFortress,EgyptCrocodileUpgrade1,[EgyptFortressUpgradeEpoch4],100
Scout_1_vs_EgyptFortress,ScoutUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Scout_4_vs_EgyptFortress,ScoutUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
CitizenF_1_vs_EgyptFortress,CitizenFUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
CitizenF_4_vs_EgyptFortress,CitizenFUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Citizen_1_vs_EgyptFortress,CitizenUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Citizen_4_vs_EgyptFortress,CitizenUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Outpost_1_vs_EgyptFortress,OutpostUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Outpost_4_vs_EgyptFortress,OutpostUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Outpost2_1_vs_EgyptFortress,Outpost2UpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Outpost2_4_vs_EgyptFortress,Outpost2UpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
Fortress_1_vs_EgyptFortress,FortressUpgradeEpoch1,[EgyptFortressUpgradeEpoch4],0
Fortress_4_vs_EgyptFortress,FortressUpgradeEpoch4,[EgyptFortressUpgradeEpoch4],0
WallTower_2_vs_EgyptFortress,WallTowerUpgradeEpoch2,[EgyptFortressUpgradeEpoch4],0


// CJ-10 Antiship Missile vs Naval +200%
antiship_vs_naval_0,AntishipMisUpgradeEpoch14,[DestroyerUpgradeEpoch13],300
antiship_vs_naval_1,AntishipMisUpgradeEpoch14,[DestroyerUpgradeEpoch14],300
antiship_vs_naval_2,AntishipMisUpgradeEpoch14,[DestroyerUpgradeEpoch15],300
antiship_vs_naval_3,AntishipMisUpgradeEpoch14,[BattleshipUpgradeEpoch13],300
antiship_vs_naval_4,AntishipMisUpgradeEpoch14,[BattleshipUpgradeEpoch14],300
antiship_vs_naval_5,AntishipMisUpgradeEpoch14,[BattleshipUpgradeEpoch15],300
antiship_vs_naval_6,AntishipMisUpgradeEpoch14,[AircraftCarrierUpgradeEpoch13],300
antiship_vs_naval_7,AntishipMisUpgradeEpoch14,[AircraftCarrierUpgradeEpoch14],300
antiship_vs_naval_8,AntishipMisUpgradeEpoch14,[AircraftCarrierUpgradeEpoch15],300
antiship_vs_naval_9,AntishipMisUpgradeEpoch14,[SubmarineUpgradeEpoch13],300
antiship_vs_naval_10,AntishipMisUpgradeEpoch14,[SubmarineUpgradeEpoch15],300
antiship_vs_naval_11,AntishipMisUpgradeEpoch14,[CruiserUpgradeEpoch13],300
antiship_vs_naval_12,AntishipMisUpgradeEpoch14,[CruiserUpgradeEpoch14],300
antiship_vs_naval_13,AntishipMisUpgradeEpoch14,[CruiserUpgradeEpoch15],300
antiship_vs_naval_14,AntishipMisUpgradeEpoch14,[LandingShipUpgradeEpoch13],300
antiship_vs_naval_15,AntishipMisUpgradeEpoch14,[LandingShipUpgradeEpoch15],300
antiship_vs_naval_16,AntishipMisUpgradeEpoch14,[AashipUpgradeEpoch13],300
antiship_vs_naval_17,AntishipMisUpgradeEpoch14,[AashipUpgradeEpoch14],300
antiship_vs_naval_18,AntishipMisUpgradeEpoch14,[AashipUpgradeEpoch15],300
antiship_vs_naval_19,AntishipMisUpgradeEpoch14,[ChinaCarrierUpgradeEpoch13],300
antiship_vs_naval_20,AntishipMisUpgradeEpoch14,[ChinaCarrierUpgradeEpoch14],300
antiship_vs_naval_21,AntishipMisUpgradeEpoch14,[ChinaCarrierUpgradeEpoch15],300
antiship_vs_naval_22,AntishipMisUpgradeEpoch14,[Ch054AUpgradeEpoch13],300
antiship_vs_naval_23,AntishipMisUpgradeEpoch14,[Ch052dUpgradeEpoch13],300
antiship_vs_naval_24,AntishipMisUpgradeEpoch14,[Ch052dUpgradeEpoch15],300
antiship_vs_naval_25,AntishipMisUpgradeEpoch14,[Ch055AUpgradeEpoch15],300
antiship_vs_naval_26,AntishipMisUpgradeEpoch14,[DDG1001UpgradeEpoch13],300
antiship_vs_naval_27,AntishipMisUpgradeEpoch14,[DDG1001UpgradeEpoch14],300
antiship_vs_naval_28,AntishipMisUpgradeEpoch14,[DDG1001UpgradeEpoch15],300
antiship_vs_naval_29,AntishipMisUpgradeEpoch14,[TiconderogaUpgradeEpoch13],300
antiship_vs_naval_30,AntishipMisUpgradeEpoch14,[TiconderogaUpgradeEpoch14],300
antiship_vs_naval_31,AntishipMisUpgradeEpoch14,[TiconderogaUpgradeEpoch15],300
antiship_vs_naval_32,AntishipMisUpgradeEpoch14,[DDG123UpgradeEpoch13],300
antiship_vs_naval_33,AntishipMisUpgradeEpoch14,[DDG123UpgradeEpoch14],300
antiship_vs_naval_34,AntishipMisUpgradeEpoch14,[DDG123UpgradeEpoch15],300
// CJ-10 Antiship Missile vs Land -50%
antiship_vs_land_0,AntishipMisUpgradeEpoch14,[HeavyMounted1UpgradeEpoch13],50
antiship_vs_land_1,AntishipMisUpgradeEpoch14,[HeavyMounted1UpgradeEpoch15],50
antiship_vs_land_2,AntishipMisUpgradeEpoch14,[LightMounted1UpgradeEpoch13],50
antiship_vs_land_3,AntishipMisUpgradeEpoch14,[LightMounted1UpgradeEpoch15],50
antiship_vs_land_4,AntishipMisUpgradeEpoch14,[HeavyInfantry1UpgradeEpoch13],50
antiship_vs_land_5,AntishipMisUpgradeEpoch14,[HeavyInfantry1UpgradeEpoch15],50
antiship_vs_land_6,AntishipMisUpgradeEpoch14,[HeavyInfantry2UpgradeEpoch14],50
antiship_vs_land_7,AntishipMisUpgradeEpoch14,[LightInfantryUpgradeEpoch13],50
antiship_vs_land_8,AntishipMisUpgradeEpoch14,[LightInfantryUpgradeEpoch15],50
antiship_vs_land_9,AntishipMisUpgradeEpoch14,[HeavyArtilleryUpgradeEpoch14],50
antiship_vs_land_10,AntishipMisUpgradeEpoch14,[LightArtillery1UpgradeEpoch13],50
antiship_vs_land_11,AntishipMisUpgradeEpoch14,[LightArtillery1UpgradeEpoch15],50
// PLZ45 vs Buildings +500% (ADJUST=600)
plz45_vs_building_0,Plz45UpgradeEpoch14,[CityCenterUpgradeEpoch13],600
plz45_vs_building_1,Plz45UpgradeEpoch14,[CityCenterUpgradeEpoch15],600
plz45_vs_building_2,Plz45UpgradeEpoch14,[FortressUpgradeEpoch14],600
plz45_vs_building_3,Plz45UpgradeEpoch14,[FortressUpgradeEpoch15],600
plz45_vs_building_4,Plz45UpgradeEpoch14,[OutpostUpgradeEpoch13],600
plz45_vs_building_5,Plz45UpgradeEpoch14,[OutpostUpgradeEpoch14],600
plz45_vs_building_6,Plz45UpgradeEpoch14,[OutpostUpgradeEpoch15],600
plz45_vs_building_7,Plz45UpgradeEpoch14,[Outpost2UpgradeEpoch13],600
plz45_vs_building_8,Plz45UpgradeEpoch14,[MyOutpostUpgradeEpoch13],600
plz45_vs_building_9,Plz45UpgradeEpoch14,[MillUpgradeEpoch13],600
plz45_vs_building_10,Plz45UpgradeEpoch14,[TempleUpgradeEpoch13],600
plz45_vs_building_11,Plz45UpgradeEpoch14,[TempleUpgradeEpoch15],600
plz45_vs_building_12,Plz45UpgradeEpoch14,[UniversityUpgradeEpoch13],600
plz45_vs_building_13,Plz45UpgradeEpoch14,[UniversityUpgradeEpoch15],600
plz45_vs_building_14,Plz45UpgradeEpoch14,[WarehouseUpgradeEpoch13],600
// Hongjian10 vs armor (+350%) and vs buildings (-50%)
hj10_vs_armor_HeavyMounted1UpgradeEpoch13,Hongjian10UpgradeEpoch14,[HeavyMounted1UpgradeEpoch13],450
hj10_vs_armor_HeavyMounted2UpgradeEpoch13,Hongjian10UpgradeEpoch14,[HeavyMounted2UpgradeEpoch13],450
hj10_vs_armor_China_T99AUpgradeEpoch13,Hongjian10UpgradeEpoch14,[China_T99AUpgradeEpoch13],450
hj10_vs_bldg_CityCenterUpgradeEpoch13,Hongjian10UpgradeEpoch14,[CityCenterUpgradeEpoch13],50
hj10_vs_bldg_CityCenterUpgradeEpoch15,Hongjian10UpgradeEpoch14,[CityCenterUpgradeEpoch15],50
hj10_vs_bldg_FortressUpgradeEpoch13,Hongjian10UpgradeEpoch14,[FortressUpgradeEpoch13],50
hj10_vs_bldg_FortressUpgradeEpoch15,Hongjian10UpgradeEpoch14,[FortressUpgradeEpoch15],50
hj10_vs_bldg_OutpostUpgradeEpoch13,Hongjian10UpgradeEpoch14,[OutpostUpgradeEpoch13],50
hj10_vs_bldg_Outpost2UpgradeEpoch13,Hongjian10UpgradeEpoch14,[Outpost2UpgradeEpoch13],50
hj10_vs_bldg_MyOutpostUpgradeEpoch13,Hongjian10UpgradeEpoch14,[MyOutpostUpgradeEpoch13],50
hj10_vs_bldg_WarehouseUpgradeEpoch13,Hongjian10UpgradeEpoch14,[WarehouseUpgradeEpoch13],50
hj10_vs_bldg_UniversityUpgradeEpoch13,Hongjian10UpgradeEpoch14,[UniversityUpgradeEpoch13],50
hj10_vs_bldg_UniversityUpgradeEpoch15,Hongjian10UpgradeEpoch14,[UniversityUpgradeEpoch15],50
hj10_vs_bldg_MillUpgradeEpoch13,Hongjian10UpgradeEpoch14,[MillUpgradeEpoch13],50
hj10_vs_bldg_TempleUpgradeEpoch13,Hongjian10UpgradeEpoch14,[TempleUpgradeEpoch13],50
hj10_vs_bldg_TempleUpgradeEpoch15,Hongjian10UpgradeEpoch14,[TempleUpgradeEpoch15],50
hj10_vs_bldg_DockUpgradeEpoch13,Hongjian10UpgradeEpoch14,[DockUpgradeEpoch13],50
hj10_vs_bldg_AirportUpgradeEpoch13,Hongjian10UpgradeEpoch14,[AirportUpgradeEpoch13],50
hj10_vs_bldg_BarracksUpgradeEpoch13,Hongjian10UpgradeEpoch14,[BarracksUpgradeEpoch13],50
hj10_vs_bldg_WorkshopUpgradeEpoch13,Hongjian10UpgradeEpoch14,[WorkshopUpgradeEpoch13],50
Ch052d14_vs_fighter,Ch052dUpgradeEpoch14,[FighterUpgradeEpoch14],150
Ch052d14_vs_fighterbomber,Ch052dUpgradeEpoch14,[FighterBomberUpgradeEpoch14],150
Ch052d14_vs_bomber,Ch052dUpgradeEpoch14,[BomberUpgradeEpoch14],150
Ch052d14_vs_tu16kitai,Ch052dUpgradeEpoch14,[Tu16KitaiUpgradeEpoch14],150
Ch052d14_vs_b1b,Ch052dUpgradeEpoch14,[B1bUpgradeEpoch14],150
Ch052d14_vs_ho229,Ch052dUpgradeEpoch14,[ho229GerUpgradeEpoch14],150
Ch052d14_vs_f16,Ch052dUpgradeEpoch14,[f16UpgradeEpoch14],150
Ch052d14_vs_j16,Ch052dUpgradeEpoch14,[J16UpgradeEpoch14],150

// === E14陆军克制关系调整 (调优方案第十五章) ===
// 坦克/IFV vs ATGM（弱化，ATGM射程优势）
hm13_vs_la13,HeavyMounted1UpgradeEpoch13,[LightArtillery1UpgradeEpoch13],60
hm13_vs_la15,HeavyMounted1UpgradeEpoch13,[LightArtillery1UpgradeEpoch15],60
lm13_vs_la13,LightMounted1UpgradeEpoch13,[LightArtillery1UpgradeEpoch13],50
// IFV vs 步兵（强化，30mm链炮碾压）
lm13_vs_li13,LightMounted1UpgradeEpoch13,[LightInfantryUpgradeEpoch13],150
lm13_vs_hi13,LightMounted1UpgradeEpoch13,[HeavyInfantry1UpgradeEpoch13],150
lm13_vs_hi14,LightMounted1UpgradeEpoch13,[HeavyInfantry2UpgradeEpoch14],140
// 重型武直反坦克/反装甲
hm2_13_vs_hm13,HeavyMounted2UpgradeEpoch13,[HeavyMounted1UpgradeEpoch13],200
hm2_13_vs_hm15,HeavyMounted2UpgradeEpoch13,[HeavyMounted1UpgradeEpoch15],180
hm2_13_vs_lm13,HeavyMounted2UpgradeEpoch13,[LightMounted1UpgradeEpoch13],180
// 轻型武直反坦克/反装甲
lm2_13_vs_hm13,LightMounted2UpgradeEpoch13,[HeavyMounted1UpgradeEpoch13],160
lm2_13_vs_lm13,LightMounted2UpgradeEpoch13,[LightMounted1UpgradeEpoch13],160
// 步兵 vs 武直（MANPADS有限反击）
li13_vs_hm2_13,LightInfantryUpgradeEpoch13,[HeavyMounted2UpgradeEpoch13],80
li13_vs_lm2_13,LightInfantryUpgradeEpoch13,[LightMounted2UpgradeEpoch13],90
// 轻步兵 vs ATGM（近身突破最小射程死角）
li13_vs_la13,LightInfantryUpgradeEpoch13,[LightArtillery1UpgradeEpoch13],150
// 野战防空车 vs 武直（专业机动防空）
maa13_vs_hm2_13,LightArtillery2UpgradeEpoch13,[HeavyMounted2UpgradeEpoch13],250
maa13_vs_lm2_13,LightArtillery2UpgradeEpoch13,[LightMounted2UpgradeEpoch13],250
maa15_vs_hm2_15,LightArtillery2UpgradeEpoch15,[HeavyMounted2UpgradeEpoch15],250
maa15_vs_lm2_15,LightArtillery2UpgradeEpoch15,[LightMounted2UpgradeEpoch15],250
