// NAME,DISPLAY NAME,PARENT FOLDER,IS FOLDER,LINK,ARGS
// GETTING STARTED,,,,,
eee_sb_unique_american1,tx_utn_UUAmerican1_name,"""eee_sb_unique_american_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitAmerican1"""
eee_sb_unique_american2,tx_utn_UUAmerican2_name,"""eee_sb_unique_american_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitAmerican2"""
eee_sb_unique_american3,tx_utn_UUAmerican3_name,"""eee_sb_unique_american_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitAmerican3"""
eee_sb_unique_english_f,tx_eee_sb_uu_english,"""eee_sb_unique_f""",1,"""eee_contents_info_english""",""""""
eee_sb_unique_english1,tx_utn_UUEnglish1_name,"""eee_sb_unique_english_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitEnglish1"""
eee_sb_unique_english2,tx_utn_UUEnglish2_name,"""eee_sb_unique_english_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitEnglish2"""
eee_sb_unique_english3,tx_utn_UUEnglish3_name,"""eee_sb_unique_english_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitEnglish3"""
eee_sb_unique_german_f,tx_eee_sb_uu_german,"""eee_sb_unique_f""",1,"""eee_contents_info_german""",""""""
eee_sb_unique_german1,tx_utn_UUGerman1_name,"""eee_sb_unique_german_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitGerman1"""
eee_sb_unique_german2,tx_utn_UUGerman2_name,"""eee_sb_unique_german_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitGerman2"""
eee_sb_unique_german3,tx_utn_UUGerman3_name,"""eee_sb_unique_german_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitGerman3"""
eee_sb_unique_greek_f,tx_eee_sb_uu_greek,"""eee_sb_unique_f""",1,"""eee_contents_info_greek""",""""""
eee_sb_unique_greek1,tx_utn_UUGreek1_name,"""eee_sb_unique_greek_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitGreek1"""
eee_sb_unique_greek2,tx_utn_UUGreek2_name,"""eee_sb_unique_greek_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitGreek2"""
eee_sb_unique_greek3,tx_utn_UUGreek3_name,"""eee_sb_unique_greek_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitGreek3"""
eee_sb_unique_roman_f,tx_eee_sb_uu_roman,"""eee_sb_unique_f""",1,"""eee_contents_info_roman""",""""""
eee_sb_unique_roman1,tx_utn_UURoman1_name,"""eee_sb_unique_roman_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitRoman1"""
eee_sb_unique_roman2,tx_utn_UURoman2_name,"""eee_sb_unique_roman_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitRoman2"""
eee_sb_unique_roman3,tx_utn_UURoman3_name,"""eee_sb_unique_roman_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitRoman3"""
eee_sb_unique_babylonian_f,tx_eee_sb_uu_babylonian,"""eee_sb_unique_f""",1,"""eee_contents_info_babylonian""",""""""
eee_sb_unique_babylonian1,tx_utn_UUBabylonian1_name,"""eee_sb_unique_babylonian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitBabylonian1"""
eee_sb_unique_babylonian2,tx_utn_UUBabylonian2_name,"""eee_sb_unique_babylonian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitBabylonian2"""
eee_sb_unique_babylonian3,tx_utn_UUBabylonian3_name,"""eee_sb_unique_babylonian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitBabylonian3"""
eee_sb_unique_egyptian_f,tx_eee_sb_uu_egyptian,"""eee_sb_unique_f""",1,"""eee_contents_info_egyptian""",""""""
eee_sb_unique_egyptian1,tx_utn_UUEgyptian1_name,"""eee_sb_unique_egyptian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitEgyptian1"""
eee_sb_unique_egyptian2,tx_utn_UUEgyptian2_name,"""eee_sb_unique_egyptian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitEgyptian2"""
eee_sb_unique_egyptian3,tx_utn_UUEgyptian3_name,"""eee_sb_unique_egyptian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitEgyptian3"""
eee_sb_unique_turkish_f,tx_eee_sb_uu_turkish,"""eee_sb_unique_f""",1,"""eee_contents_info_turkish""",""""""
eee_sb_unique_turkish1,tx_utn_UUTurkish1_name,"""eee_sb_unique_turkish_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitTurkish1"""
eee_sb_unique_turkish2,tx_utn_UUTurkish2_name,"""eee_sb_unique_turkish_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitTurkish2"""
eee_sb_unique_turkish3,tx_utn_UUTurkish3_name,"""eee_sb_unique_turkish_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitTurkish3"""
eee_sb_unique_chinese_f,tx_eee_sb_uu_chinese,"""eee_sb_unique_f""",1,"""eee_contents_info_chinese""",""""""
eee_sb_unique_chinese1,tx_utn_UUChinese1_name,"""eee_sb_unique_chinese_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitChinese1"""
eee_sb_unique_chinese2,tx_utn_UUChinese2_name,"""eee_sb_unique_chinese_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitChinese2"""
eee_sb_unique_chinese3,tx_utn_UUChinese3_name,"""eee_sb_unique_chinese_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitChinese3"""
eee_sb_unique_japanese_f,tx_eee_sb_uu_japanese,"""eee_sb_unique_f""",1,"""eee_contents_info_japanese""",""""""
eee_sb_unique_japanese1,tx_utn_UUJapanese1_name,"""eee_sb_unique_japanese_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitJapanese1"""
eee_sb_unique_japanese2,tx_utn_UUJapanese2_name,"""eee_sb_unique_japanese_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitJapanese2"""
eee_sb_unique_japanese3,tx_utn_UUJapanese3_name,"""eee_sb_unique_japanese_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitJapanese3"""
eee_sb_unique_korean_f,tx_eee_sb_uu_korean,"""eee_sb_unique_f""",1,"""eee_contents_info_korean""",""""""
eee_sb_unique_korean1,tx_utn_UUKorean1_name,"""eee_sb_unique_korean_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitKorean1"""
eee_sb_unique_korean2,tx_utn_UUKorean2_name,"""eee_sb_unique_korean_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitKorean2"""
eee_sb_unique_korean3,tx_utn_UUKorean3_name,"""eee_sb_unique_korean_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitKorean3"""
eee_sb_unique_aztec_f,tx_eee_sb_uu_aztec,"""eee_sb_unique_f""",1,"""eee_contents_info_aztec""",""""""
eee_sb_unique_aztec1,tx_utn_UUAztec1_name,"""eee_sb_unique_aztec_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitAztec1"""
eee_sb_unique_aztec2,tx_utn_UUAztec2_name,"""eee_sb_unique_aztec_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitAztec2"""
eee_sb_unique_aztec3,tx_utn_UUAztec3_name,"""eee_sb_unique_aztec_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitAztec3"""
eee_sb_unique_inca_f,tx_eee_sb_uu_inca,"""eee_sb_unique_f""",1,"""eee_contents_info_inca""",""""""
eee_sb_unique_inca1,tx_utn_UUInca1_name,"""eee_sb_unique_inca_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitInca1"""
eee_sb_unique_inca2,tx_utn_UUInca2_name,"""eee_sb_unique_inca_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitInca2"""
eee_sb_unique_inca3,tx_utn_UUInca3_name,"""eee_sb_unique_inca_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitInca3"""
eee_sb_unique_mayan_f,tx_eee_sb_uu_mayan,"""eee_sb_unique_f""",1,"""eee_contents_info_mayan""",""""""
eee_sb_unique_mayan1,tx_utn_UUMayan1_name,"""eee_sb_unique_mayan_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitMayan1"""
eee_sb_unique_mayan2,tx_utn_UUMayan2_name,"""eee_sb_unique_mayan_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitMayan2"""
eee_sb_unique_mayan3,tx_utn_UUMayan3_name,"""eee_sb_unique_mayan_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitMayan3"""
eee_sb_unique_french_f,tx_eee_sb_uu_french,"""eee_sb_unique_f""",1,"""eee_contents_info_french""",""""""
eee_sb_unique_french1,tx_utn_UUFrench1_name,"""eee_sb_unique_french_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitFrench1"""
eee_sb_unique_french2,tx_utn_UUFrench2_name,"""eee_sb_unique_french_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitFrench2"""
eee_sb_unique_french3,tx_utn_UUFrench3_name,"""eee_sb_unique_french_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitFrench3"""
eee_sb_unique_maasai_f,tx_eee_sb_uu_maasai,"""eee_sb_unique_f""",1,"""eee_contents_info_maasai""",""""""
eee_sb_unique_maasai1,tx_utn_UUMaasai1_name,"""eee_sb_unique_maasai_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitMaasai1"""
eee_sb_unique_maasai2,tx_utn_UUMaasai2_name,"""eee_sb_unique_maasai_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitMaasai2"""
eee_sb_unique_maasai3,tx_utn_UUMaasai3_name,"""eee_sb_unique_maasai_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitMaasai3"""
eee_sb_unique_russian_f,tx_eee_sb_uu_russian,"""eee_sb_unique_f""",1,"""eee_contents_info_russian""",""""""
eee_sb_unique_russian1,tx_utn_UURussian1_name,"""eee_sb_unique_russian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitRussian1"""
eee_sb_unique_russian2,tx_utn_UURussian2_name,"""eee_sb_unique_russian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitRussian2"""
eee_sb_unique_russian3,tx_utn_UURussian3_name,"""eee_sb_unique_russian_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitRussian3"""
eee_sb_unique_zulu_f,tx_eee_sb_uu_zulu,"""eee_sb_unique_f""",1,"""eee_contents_info_zulu""",""""""
eee_sb_unique_zulu1,tx_utn_UUZulu1_name,"""eee_sb_unique_zulu_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitZulu1"""
eee_sb_unique_zulu2,tx_utn_UUZulu2_name,"""eee_sb_unique_zulu_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitZulu2"""
eee_sb_unique_zulu3,tx_utn_UUZulu3_name,"""eee_sb_unique_zulu_f""",0,"""eee_contents_unittype""","""unitType=UniqueUnitZulu3"""
///////////////////////////////////////////////////,,,,,
eee_sb_newmod_yuanhang_f,tx_eee_sb_yuanhang,"""""",1,"""eee_contents_info_yuanhang""",""""""
eee_sb_newmod_xzdanwei_f,tx_eee_sb_xzdanwei,"""eee_sb_newmod_yuanhang_f""",1,"""eee_contents_info_xzdanwei""",""""""
// american,,,,,
eee_sb_newmod_american_f,tx_eee_sb_uu_american,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_american""",""""""
eee_sb_newmod_F22,tx_utn_F22_name,"""eee_sb_newmod_american_f""",0,"""eee_contents_unittype""","""unitType=F22"""
eee_sb_newmod_F15,tx_utn_f15_name,"""eee_sb_newmod_american_f""",0,"""eee_contents_unittype""","""unitType=f15"""
// chinese,,,,,
eee_sb_newmod_chinese_f,tx_eee_sb_uu_chinese,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_chinese""",""""""
// russian,,,,,
eee_sb_newmod_russian_f,tx_eee_sb_uu_russian,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_russian""",""""""
// english,,,,,
eee_sb_newmod_english_f,tx_eee_sb_uu_english,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_english""",""""""
// german,,,,,
eee_sb_newmod_german_f,tx_eee_sb_uu_german,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_german""",""""""
// greek,,,,,
eee_sb_newmod_greek_f,tx_eee_sb_uu_greek,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_greek""",""""""
// roman,,,,,
eee_sb_newmod_roman_f,tx_eee_sb_uu_roman,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_roman""",""""""
// babylonian,,,,,
eee_sb_newmod_babylonian_f,tx_eee_sb_uu_babylonian,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_babylonian""",""""""
// egyp,,,,,
eee_sb_newmod_egyptian_f,tx_eee_sb_uu_egyptian,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_egyptian""",""""""
// turkish,,,,,
eee_sb_newmod_turkish_f,tx_eee_sb_uu_turkish,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_turkish""",""""""
// japanese,,,,,
eee_sb_newmod_japanese_f,tx_eee_sb_uu_japanese,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_japanese""",""""""
// korean,,,,,
eee_sb_newmod_korean_f,tx_eee_sb_uu_korean,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_korean""",""""""
// aztec,,,,,
eee_sb_newmod_aztec_f,tx_eee_sb_uu_aztec,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_aztec""",""""""
// inca,,,,,
eee_sb_newmod_inca_f,tx_eee_sb_uu_inca,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_inca""",""""""
// mayan,,,,,
eee_sb_newmod_mayan_f,tx_eee_sb_uu_mayan,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_mayan""",""""""
// french,,,,,
eee_sb_newmod_french_f,tx_eee_sb_uu_french,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_french""",""""""
// maasai,,,,,
eee_sb_newmod_maasai_f,tx_eee_sb_uu_maasai,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_maasai""",""""""
// zulu,,,,,
eee_sb_newmod_zulu_f,tx_eee_sb_uu_zulu,"""eee_sb_newmod_xzdanwei_f""",1,"""eee_contents_info_zulu""",""""""
